Site,site_code,Date,Lat,Long,watershed,Watershed_Level,status,Turbidity,TSS,ChlA,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4,DOC,DTN
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-11-29,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.99,439.46,51.8,2.18,0.03,0.98,0.85,4.34,0.06,1.13,0.03,0,4.4,3.84,0.18
Poudre Below Rustic,PBR,2021-11-29,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.3,435.73,60.89,3.76,0.05,1.08,1.24,4.5,0.05,1.73,0.49,0,4.84,3.91,0.3
Poudre Below S. Fork,PSF,2021-11-29,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.21,376.08,54.74,4.01,0.03,1.11,1.26,4.65,0.11,1.88,0.36,0,5.07,3.98,0.26
Poudre South Fork,SFM,2021-11-29,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.58,360.91,38.94,2.94,0.05,0.61,0.74,2.69,0.08,0.68,0.55,0,2.99,2.71,0.29
Poudre Above North Fork,PNF,2021-12-03,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.51,390.52,47.56,2.61,0.01,0.93,1.62,4.1,0.07,0.94,0.11,0,1.85,2.17,0.15
Poudre Above Joe Wright,PJW,2021-12-14,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,0,NA,7.38,335.82,41.67,2.48,0.02,0.64,0.65,2.9,0.07,0.81,1.64,0,3.51,2.69,0.56
JWC-Joe Wright @ Aspen Glen Campground,JWC,2021-12-14,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.52,482.43,56.7,2.09,0.01,0.91,0.84,4.12,0.06,1.13,0.05,0,4.57,3.91,0.25
Poudre Below Rustic,PBR,2021-12-14,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.61,639.28,67.39,3.3,0.02,1.15,1.28,4.83,0.09,1.82,0.56,0,5.23,4.34,0.36
Poudre Below S. Fork,PSF,2021-12-14,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,7.65,599.27,64.76,3.47,0.02,1.09,1.26,4.71,0.09,1.87,0.54,0,5.39,4.2,0.31
Poudre South Fork,SFM,2021-12-14,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,NA,NA,6.73,363.75,38.82,2.87,0.02,0.61,0.74,2.74,0.14,0.71,0.6,0,3.15,2.72,0.28
Poudre South Fork,SFM,2022-01-28,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,5.1,NA,6.78,400.84,51.47,3.6,0.04,0.59,1.76,3.2,0.06,0.82,0.84,0,3.21,2.88,0.32
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-02-03,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,0.4,NA,7.11,513.6,81.14,2.44,0.06,1.08,4.16,9.86,0.06,1.31,0.29,0,5.81,4.54,0.3
Poudre Below Rustic,PBR,2022-02-03,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,0.36,NA,7.31,662.08,85.17,3.82,0.05,1.21,3.09,8.48,0.07,1.99,0.79,0,5.47,4.53,0.39
Poudre Above Joe Wright,PJW,2022-02-03,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,2,NA,7.26,349.18,49.62,3.06,0.05,0.71,1.11,6.2,0.05,0.84,1.5,0,3.17,3.02,0.6
Poudre Above North Fork,PNF,2022-02-03,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,2.71,NA,7.46,785.22,115.26,4.81,0.04,1.15,4.41,14.01,0.06,3.13,0.73,0,6.25,5.09,0.34
Poudre Below S. Fork,PSF,2022-02-03,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,18.92,NA,7.31,626.5,81.39,3.86,0.05,1.06,3.17,8.14,0.07,1.83,0.8,0,5.15,4.18,0.36
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-03-01,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,0.6,NA,7.52,553.39,68.45,2.43,0.04,1.14,1.81,7.1,0.04,1.33,0.23,0,6.19,4.67,0.3
Poudre at Bellvue Diversion,PBD,2022-03-01,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,NA,23.4,NA,7.77,845,82.83,4.77,0.05,0.98,2.28,8.26,0.11,3.68,0.37,0,5.79,4.82,0.22
Poudre Below Rustic,PBR,2022-03-01,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,6.67,NA,7.6,636.48,78.65,3.46,0.05,1.14,2.09,8.83,0.06,1.94,0.61,0,5.18,3.99,0.29
Poudre Above Joe Wright,PJW,2022-03-01,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,2.8,NA,7.23,392.38,50.81,3.53,0.04,0.78,0.97,4.95,0.02,0.84,1.45,0,3.16,2.7,0.53
Poudre Above North Fork,PNF,2022-03-01,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,43.8,NA,7.68,658.99,83.52,4.02,0.04,1,2.41,9.26,0.08,2.86,0.27,0,5.35,4.12,0.17
Poudre Below S. Fork,PSF,2022-03-01,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,3.2,NA,7.48,554.39,69.35,3.62,0.03,1.01,1.75,7.02,0.07,1.82,0.54,0,4.83,3.57,0.26
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-03-28,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,2.37,NA,7.46,542.11,75,2.96,0.04,1.21,1.26,9.24,0.03,2.19,0.28,0,7.78,4.59,0.24
Poudre at Bellvue Diversion,PBD,2022-03-28,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,NA,31.48,NA,7.68,823.26,106.28,5.06,0.06,1.1,2.9,14.51,0.12,4.1,0.24,0,7.23,5.16,0.25
Poudre Below Rustic,PBR,2022-03-28,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,0.91,NA,7.44,587.97,76.83,3.72,0.04,1.1,1.92,7.85,0.06,2.12,1.34,0,5.91,4.1,0.46
Poudre Above Joe Wright,PJW,2022-03-28,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,3.42,NA,7.12,365.37,52.07,2.76,0.05,0.91,0.98,5.28,0.03,1.06,3.51,0,3.98,3.03,0.88
Poudre Above North Fork,PNF,2022-03-28,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,31.18,NA,7.55,663.68,90.36,3.69,0.04,1.07,2.15,8.68,0.07,2.98,0.78,0,6.01,4.11,0.34
Poudre Below S. Fork,PSF,2022-03-28,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,19.18,NA,7.53,576.78,81.52,3.84,0.04,1.06,1.82,8.17,0.06,2.03,1.75,0,5.82,4.06,0.57
Beaver,BEAV,2022-03-31,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,NA,14.69,NA,6.84,330.16,50.96,3.44,0.06,0.77,1.02,4.41,0.03,1.13,3.03,0,3.9,2.8,0.78
Poudre South Fork,SFM,2022-03-31,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,34.34,NA,7.03,450.91,67.17,4.21,0.05,0.94,1.48,5.48,0.09,1.6,3.55,0,5.63,3.32,1.01
Beaver,BEAV,2022-04-19,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,NA,5.61,NA,7.04,349.47,51.64,6.41,0.02,0.78,0.73,3.37,0.03,0.99,2.28,0,4.15,4.65,0.72
Poudre South Fork,SFM,2022-04-19,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,22.47,NA,7.29,455.49,66.46,5.64,0.01,0.84,1.68,5.74,0.12,1.25,2.92,0,5.34,3.56,0.76
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-04-27,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,0.54,NA,7.73,578.79,77.35,1.59,0.02,1.33,1.99,10.01,0.04,2,1.55,0,6.37,5.21,0.57
Poudre at Bellvue Diversion,PBD,2022-04-27,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,NA,42.91,NA,7.75,605.86,106,6.67,0.03,1.32,2.26,9.53,0.08,2.71,4.18,0,7.22,5.09,1.12
Poudre Below Rustic,PBR,2022-04-27,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,12.66,NA,7.66,536.67,86.45,4.38,0.01,1.35,2.65,8.8,0.05,2,4.86,0,6.88,4.82,1.28
Poudre Above Joe Wright,PJW,2022-04-27,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,2.52,NA,7.37,328.32,41.66,2.88,0.01,0.85,0.89,3.69,0.03,0.84,0.14,0,3.2,4.57,1.39
Poudre Above North Fork,PNF,2022-04-27,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,27.81,NA,7.63,537.99,82.52,4.84,0.03,1.03,1.99,8.73,0.07,2.27,4.39,0,7.12,4.67,1.16
Poudre Below S. Fork,PSF,2022-04-27,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,17.86,NA,7.62,522.14,84,3.85,0.03,1.34,2.66,8.16,0.05,1.93,4.73,0,6.85,4.92,1.26
Beaver,BEAV,2022-05-11,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,NA,8.04,NA,6.69,210.93,44.69,2.08,0.01,1,0.54,5.37,0.02,1,4.3,0,4.27,3.99,1.21
Poudre South Fork,SFM,2022-05-13,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,NA,39.25,NA,6.97,512.08,63.87,4.89,0.01,0.88,1.74,5.61,0.08,1.21,1.22,0,5.44,4.23,0.86
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-05-16,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,3.73,3.51,7.3,531.56,70.14,1.75,0.02,1.44,1.89,8.71,0.05,1.85,0.28,0,6.11,4.87,0.81
Poudre Below Rustic,PBR,2022-05-16,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,113.86,1.29,7.59,485.8,76.91,3.78,0.02,1.1,2,7.45,0.04,2.12,0.6,0,7.21,5.09,0.96
Poudre at Bellvue Diversion,PBD,2022-05-16,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,NA,247.74,2.13,7.74,680.28,89.1,6.22,0.02,1.2,2.12,8.99,0.1,2.45,0.28,0,7.1,5.21,0.96
Poudre Above Joe Wright,PJW,2022-05-16,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,14.9,1.02,7.28,293.28,39.74,2.78,0.03,0.8,0.7,4,0.06,0.86,0.18,0,3,5.19,1.04
Poudre Above North Fork,PNF,2022-05-16,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,260.64,1.43,7.64,580.34,78.57,5.02,0.04,0.99,2.11,7.88,0.05,1.99,1.22,0,6.45,4.83,1.01
Poudre Below S. Fork,PSF,2022-05-16,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,148.25,1.13,7.37,570.77,77.58,3.44,0.03,1.03,2.1,8,0.06,1.88,1.22,0,5.98,4.98,0.99
Sleeping Elephant,SLEP,2022-05-16,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,NA,21.79,1.18,6.95,393.55,52.29,1.67,0.01,0.94,1.56,6.21,0.02,0.83,1.23,0,3.88,5.51,0.92
Beaver,BEAV,2022-05-23,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,NA,6.27,NA,6.99,221.41,39.21,1.9,0.04,0.76,0.65,4.66,0.02,0.82,3.13,0,3.74,3.8,1
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-05-31,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,NA,5.4,4.38,7.29,482.58,59.06,1.91,0.05,1.04,1.78,6.6,0.02,1.33,0.27,0,4,3.99,0.71
Poudre at Bellvue Diversion,PBD,2022-05-31,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,NA,95.1,0.82,7.47,429.34,59.18,4.03,0.01,0.82,1.9,5.61,0.03,1.17,1.47,0,5.33,3.96,0.56
Poudre Below Rustic,PBR,2022-05-31,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,38.3,0.96,7.31,368.45,52.15,1.91,0.01,0.85,2,5.45,0.02,1.89,1.55,0,5.37,4.06,0.6
Poudre Above Joe Wright,PJW,2022-05-31,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,3.2,0.64,6.92,212.37,31.3,1.25,0.01,0.67,0.71,3.9,0.02,0.46,1.74,0,2.35,4.24,0.7
Poudre Above North Fork,PNF,2022-05-31,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,NA,21.31,0.87,7.25,474.36,59.57,3.87,0.04,0.82,1.94,5.18,0.03,0.99,1.49,0,3.26,3.98,0.56
Poudre Below S. Fork,PSF,2022-05-31,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,24.4,1,6.94,397.14,52.14,1.74,0.01,0.8,2,4.91,0.02,0.84,1.42,0,3.11,3.96,0.57
Sleeping Elephant,SLEP,2022-05-31,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,NA,3.8,2.02,7.04,312.24,45.07,1.54,0.01,0.81,1.5,5.13,0.02,0.8,1.51,0,3.02,4.13,0.61
Joe Wright Reservoir,JOER,2022-06-01,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,NA,0.99,NA,7.15,339.03,46.24,1.64,0.02,0.69,1.31,5.77,0.02,1.25,0.67,0,2.91,3.4,0.36
Beaver,BEAV,2022-06-06,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,NA,4.04,NA,6.87,130.94,25.21,1.36,0,0.55,0.59,3.47,0.02,0.42,1.62,0,1.89,3.01,0.63
Joe Wright Reservoir,JOER,2022-06-07,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,NA,0.85,8.71,7.05,375.68,49.65,1.6,0.02,0.72,1.34,5.98,0.03,1.12,0.63,0,2.9,3.22,0.37
Poudre Below Rustic,PBR,2022-06-07,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,NA,37.17,NA,7.23,292.92,51.47,2.21,0.02,0.8,2,5.05,0.02,1.45,1.02,0,4.34,4.15,0.62
Poudre Above Joe Wright,PJW,2022-06-07,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,NA,7.23,NA,6.98,212.99,32.2,1.33,0.02,0.7,0.66,3.87,0.02,0.37,0.69,0,2.23,4.49,0.67
Poudre Below S. Fork,PSF,2022-06-07,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,NA,77.5,NA,7,360.72,49.71,1.78,0.02,0.79,1.89,4.99,0.02,0.81,1.44,0,3.02,4.04,0.62
Joe Wright Reservoir,JOER,2022-06-14,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,4.51,5.1,2.53,7.14,387.05,54.41,2.15,0.07,1.26,1.22,7.73,0.03,0.9,0.81,0,2.67,3.29,0.34
Beaver,BEAV,2022-06-21,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,7.56,4,NA,7,148.21,21.35,1.25,0.01,0.44,0.54,2.69,0.02,0.26,0.61,0,1.26,3.05,0.22
Poudre at Archery Range,ARCH,2022-06-22,40.5479138,-105.0011275,CLP  Mainstem-Fort Collins,NA,Partially Burned,10.3,16.2,0.83,7.77,1119.11,261.29,8,0.09,1.23,6.85,32.62,0.17,6.96,1.3,0,46.52,3.59,0.55
Poudre at ELC,ELC,2022-06-22,40.5519476,-105.0105977,CLP  Mainstem-Fort Collins,NA,Partially Burned,11.55,15,1.13,7.23,880.51,164.56,6.33,0.07,1.02,4.15,18.2,0.04,5.49,1.03,0,23.21,3.66,0.46
Joe Wright Reservoir,JOER,2022-06-22,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,6.09,0.6,2.34,7.44,412.23,51.26,1.94,0.05,0.97,1.44,6.62,0.12,0.71,0.38,0,2.63,3.66,0.35
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-06-22,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,2.25,4.2,3.67,7.3,300.6,42.95,1.42,0.06,0.79,1.22,6.15,0.02,0.66,0.28,0,2.33,3.6,0.57
Poudre at Legacy Bridge,LEGC,2022-06-22,40.6006194,-105.0860344,CLP  Mainstem-Fort Collins,NA,Partially Burned,9.46,12.8,0.86,7.02,421,56.93,1.79,0.02,0.75,1.46,6.89,0.12,0.87,0.65,0,3.83,3.92,0.38
Poudre at Bellvue Diversion,PBD,2022-06-22,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,7.63,17.6,1.17,7.56,401.33,46,1.49,0.05,0.7,1.17,5.53,0.12,0.59,0.66,0,2.33,4.1,0.43
Poudre Below Rustic,PBR,2022-06-22,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,5.98,7.8,1.17,7.28,255.06,39.05,1.4,0.02,0.75,1.15,5.6,0.01,0.47,0.65,0,2.52,3.77,0.42
Poudre Above North Fork,PNF,2022-06-22,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,8.83,17.6,0.94,7.21,388.71,44.51,1.57,0.01,0.62,1.24,5.22,0.1,0.5,0.63,0,2.36,4.1,0.43
Poudre at Timberline,TIMB,2022-06-22,40.5754289,-105.0333903,CLP  Mainstem-Fort Collins,NA,Partially Burned,14.2,17.6,1.3,7.34,800.34,134.22,7.5,0.06,1,3.3,14.06,0.14,4.34,0.96,0,17.86,3.59,0.65
Joe Wright Reservoir,JOER,2022-06-23,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,3.53,2,0.92,7.6,413.61,51.75,1.94,0.03,0.97,1.44,6.49,0.11,0.7,0.38,0,2.69,3.44,0.39
Sleeping Elephant,SLEP,2022-06-27,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,5.15,2.6,NA,7.21,392.36,48.39,1.35,0.09,0.83,1.24,6.72,0.01,0.66,0.62,0,2.34,3.68,0.3
Joe Wright Reservoir,JOER,2022-06-28,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.89,1.4,1.1,7.35,425.2,58,2.76,0.02,1.13,1.69,7.41,0.1,0.84,0.24,0.13,3.06,3.48,0.34
Beaver,BEAV,2022-06-29,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,1.03,6.81,1.55,7.01,145.36,20.88,1.22,0.03,0.35,0.6,2.67,0.06,0.24,0.36,0,0.91,2.93,0.26
Poudre South Fork,SFM,2022-06-29,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,2.94,4.63,0.83,7.06,201.16,23.63,1.39,0.03,0.37,0.66,2.7,0.12,0.28,0.36,0,1.06,3.38,0.2
Joe Wright Reservoir,JOER,2022-07-05,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,2.05,1.6,1.73,7.37,385.44,46.75,1.34,0.01,0.65,1.21,5.72,0.11,0.64,0.19,0.2,2.38,3.46,0.3
Poudre Below Rustic,PBR,2022-07-05,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,3847.3,4350.8,NA,7.22,312.97,51.23,1.45,0.02,2.44,2.05,6.42,0.01,0.71,0.48,0.66,3.28,3.66,0.37
Beaver,BEAV,2022-07-06,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,2.95,3,NA,6.89,167.99,23.89,1.31,0.02,0.38,0.71,3.42,0.07,0.24,0.37,0,0.79,2.84,0.21
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-07-11,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,1.63,0.8,1.75,7.37,347.99,40.99,1.22,0.04,0.74,1.08,5.57,0.02,0.51,0.26,0,1.79,3.05,0.42
Poudre at Bellvue Diversion,PBD,2022-07-11,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,8.1,18.6,1.02,7.67,465.99,58.23,2.11,0.04,0.73,1.64,7.5,0.15,1.3,0.35,0,3.05,3.18,0.25
Poudre Below Rustic,PBR,2022-07-11,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,5.26,13,1.01,7.12,252.56,36.51,1.3,0.03,0.63,1.14,5.3,0.01,0.39,0.45,0,2.74,2.67,0.2
Poudre Above Joe Wright,PJW,2022-07-11,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,2.97,2.6,0.62,7.02,244.31,37.67,0.99,0.02,0.49,1.07,5.35,0.02,0.26,0.63,0,3.94,3.32,0.34
Poudre Above North Fork,PNF,2022-07-11,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,9.46,23.4,0.89,7.35,356.88,41.23,1.41,0.01,0.64,1.15,5.18,0.12,0.48,0.35,0,2.51,2.86,0.24
Poudre Below S. Fork,PSF,2022-07-11,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,7.74,19.2,0.84,7.02,354.22,42.12,1.35,0.03,0.64,1.17,5.37,0.01,0.42,0.4,0,2.73,2.7,0.24
Sleeping Elephant,SLEP,2022-07-11,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,1.4,3.2,0.87,7.34,321.78,39.7,1.08,0.02,0.57,1.05,5.29,0.01,0.28,0.56,0,2.76,2.72,0.24
Joe Wright Reservoir,JOER,2022-07-12,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,0.33,1,1.2,7.22,344.81,40.33,1.17,0.02,0.59,1.13,5.01,0.1,0.53,0.07,0,2.03,3.28,0.25
Beaver,BEAV,2022-07-18,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,6.26,5.6,0.9,6.99,201.89,27.01,1.67,0.01,0.41,0.74,3.73,0.07,0.26,0.14,0,0.8,2.94,0.24
Poudre South Fork,SFM,2022-07-18,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,5.98,0,0.8,7,249.89,29.77,1.66,0.01,0.42,0.74,3.78,0.07,0.26,0.15,0,1.05,2.66,0.32
Joe Wright Reservoir,JOER,2022-07-19,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,6.22,4.2,2.09,7.19,421,50.77,1.43,0.03,0.62,1.34,6.91,0.09,0.56,0.09,0,2.67,3.62,0.22
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-07-25,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,0.56,0.57,2.2,7.28,396.32,47.07,1.41,0.07,0.75,1.13,6.66,0.02,0.58,0.27,0,2.27,3.04,0.35
Poudre at Bellvue Diversion,PBD,2022-07-25,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,19.82,18.48,0.88,7.52,584.71,69.58,2.49,0.01,0.76,1.8,9.06,0.06,1.47,0.25,0,3.46,3.12,0.57
Poudre Below Rustic,PBR,2022-07-25,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,0.84,3.6,0.84,7.21,395.98,48.21,1.6,0.03,0.7,1.32,6.93,0.05,0.48,0.53,0,3.62,2.81,0.42
Poudre Above Joe Wright,PJW,2022-07-25,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,6.7,4.59,0.8,7.03,284,42.68,1.18,0.03,0.54,1.03,5.93,0.07,0.21,0.71,0,5.02,3.4,0.43
Poudre Above North Fork,PNF,2022-07-25,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,5.84,6.89,0.89,7.15,413.54,52.15,1.79,0.01,0.71,1.34,7.03,0.05,0.59,0.3,0,3.22,2.73,0.21
Poudre Below S. Fork,PSF,2022-07-25,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,3.25,6.98,0.88,7.12,397.51,50.77,1.71,0.01,0.69,1.43,6.97,0.04,0.49,0.4,0,2.89,2.81,0.65
Sleeping Elephant,SLEP,2022-07-25,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,8.72,8.31,1.34,6.93,382.28,47.52,1.34,0.02,0.64,1.14,6.54,0.01,0.33,0.67,0,3.6,2.92,0.39
Joe Wright Reservoir,JOER,2022-07-26,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,6.95,4.2,2.85,7.25,399.37,51.51,1.49,0.03,0.65,1.43,6.99,0.09,0.59,0.07,0,2.7,3.27,0.29
Beaver,BEAV,2022-08-01,40.579336,-105.5940998,CLP Tributary,NA,Partially Burned,2.44,9.8,NA,6.79,234.96,27.8,1.58,0.01,0.38,0.66,3.45,0.04,0.23,0.31,0,0.79,2.48,0.28
Joe Wright Reservoir,JOER,2022-08-02,40.55593744,-105.8749619,Joe Wright Reservoir,0.048734263332836585,Partially Burned,4.69,2.8,2.52,7.24,434.34,51.53,1.45,0.02,0.64,1.39,6.81,0.1,0.48,0.07,0,3.11,3.7,0.16
JWC-Joe Wright @ Aspen Glen Campground,JWC,2022-08-08,40.62055,-105.8183,CLP Mainstem-Canyon,NA,Partially Burned,4.88,3,2.64,7.44,379.73,43.38,1.25,0.03,0.62,1,6,0.02,0.53,0.18,0,2.19,2.92,0.35
Poudre at Bellvue Diversion,PBD,2022-08-08,40.663976,-105.215337,CLP Mainstem-Canyon,NA,Partially Burned,11,16.3,0.72,7.44,539.83,62.76,2.16,0.01,0.86,1.59,7.59,0.16,0.97,0.08,0,3.79,3.12,0.43
Poudre Below Rustic,PBR,2022-08-08,40.700221,-105.544028,CLP Mainstem-Canyon,NA,Partially Burned,7.21,7.45,0.61,7.43,395.35,52.1,1.78,0.02,0.65,1.37,6.8,0.03,0.49,0.54,0,3.78,2.83,0.36
Poudre Above Joe Wright,PJW,2022-08-08,40.634567,-105.807017,CLP Mainstem-Canyon,NA,Partially Burned,6.02,4.8,0.91,7.04,336.31,47.04,1.09,0.03,0.45,0.94,6.3,0.04,0.18,0.65,0,5.41,2.75,0.35
Poudre Above North Fork,PNF,2022-08-08,40.702459,-105.241588,CLP Mainstem-Canyon,NA,Partially Burned,8.45,8.2,1.04,7.37,470.59,56.02,2.01,0.02,0.88,1.37,7.06,0.04,0.76,0.12,0,4.01,3.12,0.14
Poudre Below S. Fork,PSF,2022-08-08,40.694953,-105.448748,CLP Mainstem-Canyon,NA,Partially Burned,9.71,11.4,0.92,7.25,466.69,54.26,1.74,0.02,0.73,1.51,7.03,0.03,0.51,0.42,0,3.02,3.61,0.47
Poudre South Fork,SFM,2022-08-08,40.61825,-105.525583,CLP Mainstem-Canyon,NA,Partially Burned,11.94,21.2,0.68,6.94,346.35,34.69,1.67,0.02,0.44,0.77,3.67,0.04,0.24,0.14,0,1,3.22,1.94
Sleeping Elephant,SLEP,2022-08-08,40.682439,-105.771986,CLP Mainstem-Canyon,NA,Partially Burned,5.22,3.8,0.86,6.94,376.9,48,1.39,0.02,0.66,1.22,6.62,0.02,0.34,0.69,0,3.63,2.72,0.31
