IDNo,Site,SiteDescr,SiteLabel,Date,SampleType,Turbidity,TSS,ChlA,DOC,DTN,pH,ANC,SC,Na,NH4,K,Mg,Ca,F,Cl,NO3,PO4,SO4
FCW 1822,JWC-Joe Wright @ Aspen Glen Campground,JWC_090922,JWC,9-Sep-22,NORM,2.95,0.97,1.45,2.55,0.27,6.84,456.23,49.75,1.53,0.03,0.78,1.23,6.4,0.05,0.55,0.13,0,2.45
FCW 1830,Poudre at Bellvue Diversion,PBD_090922,PBD,9-Sep-22,NORM,10.56,6.53,0.42,2.29,0.12,7.28,588.8,75.71,2.62,0.05,0.99,2.02,9.74,0.17,1.37,0.06,0,5.44
FCW 1826,Poudre Below Rustic,PBR_090922,PBR,9-Sep-22,NORM,4.06,1.11,0.14,2.26,0.22,6.85,541.98,62.73,1.93,0.05,0.88,1.68,8.27,0.02,0.58,0.13,0,4.2
FCW 1823,Poudre Above Joe Wright,PJW_090922,PJW,9-Sep-22,NORM,0.85,0.19,0.25,1.92,0.42,6.73,310.1,46.51,1.34,0.03,0.62,1.04,5.62,0.02,0.17,0.55,0,7.68
FCW 1824,Poudre Above Joe Wright,PJW_090922,PJW,9-Sep-22,DUPLICATE,0.85,0.2,0.58,1.94,0.44,6.67,312.97,46.77,1.3,0.02,0.58,1.07,5.7,0.02,0.18,0.53,0,7.64
FCW 1829,Poudre Above North Fork,PNF_090922,PNF,9-Sep-22,NORM,13.27,3.6,0.58,2.14,0.17,7.17,478.04,64.02,2.16,0.01,0.91,1.7,8.25,0.06,0.73,0.09,0,5.48
FCW 1828,Poudre Below S. Fork,PSF_090922,PSF,9-Sep-22,NORM,11.48,18.6,0.79,2.09,0.13,7.07,541.23,64.88,2.09,0.02,0.88,1.62,7.77,0.02,0.6,0.11,0,5.39
FCW 1827,Poudre South Fork ,SFM_090922,SFM,9-Sep-22,NORM,0.49,2,1.01,2.19,0.1,6.96,408.77,47.13,2.5,0.01,0.67,1.26,5.51,0.02,0.44,0.23,0,2.3
FCW 1825,Sleeping Elephant,SLEP_090922,SLEP,9-Sep-22,NORM,5.98,4.6,1.04,2.17,0.14,6.93,362.27,54.55,1.49,0.03,0.7,1.37,7.61,0.02,0.31,0.35,0,6.59
FCW 1839,Barnes Meadow Outflow,BMD_091322,BMD,13-Sep-22,NORM,5.65,3.33,0.74,6.59,0.57,7.07,704.85,90.63,2.39,0.71,1.39,1.61,12.21,0.04,1.71,0.17,0.15,4.37
FCW 1840,Barnes Meadow Reservoir,BRNR_091322,BRNR,13-Sep-22,NORM,2.43,2.12,0.95,5.72,0.35,7.14,629.14,82.13,2.44,0.01,1.39,1.61,11.24,0.05,1.62,0.07,0,6.97
FCW 1838,Chambers Inlet,CBRI_091322,CBRI,13-Sep-22,NORM,0.28,0.3,0.56,2.52,0.21,6.95,471.5,53.85,1.82,0.04,0.83,1.32,6.83,0.07,0.7,0.35,0,2.77
FCW 1841,Chambers Reservoir,CBRR_091322,CBRR,13-Sep-22,NORM,0.67,0.6,0.97,2.48,0.22,6.94,503.2,54.52,1.56,0.02,0.86,1.23,7.03,0.09,0.54,0.12,0,2.77
FCW 1842,Chambers Outflow,CHD_091322,CHD,13-Sep-22,NORM,0.48,0.2,5.24,2.66,0.27,6.94,485.58,55.72,1.43,0.09,0.84,1.3,7.57,0.06,0.54,0.12,0,2.55
FCW 1836,Joe Wright Inlet,JOEI_091322,JOEI,13-Sep-22,NORM,0.15,1.2,0.19,0.65,0.2,7.06,589.44,80.66,1.82,0.01,0.56,1.99,12.54,0.03,0.48,0.79,0,8.07
FCW 1837,Joe Wright Reservoir,JOER_091322,JOER,13-Sep-22,NORM,0.62,1.04,2.59,2.62,0.1,6.97,487,58.17,1.45,0.03,0.65,1.45,7.88,0.1,0.5,0.08,0,3.55
FCW 1832,Long Draw Outlet,LNGO_091322,LNGO,13-Sep-22,NORM,0.55,0.98,1.02,2.03,0.18,7.23,511.39,70.79,1.08,0.03,0.59,1.34,10.56,0.13,0.13,0.43,0,9.24
FCW 1831,Long Draw Reservoir,LNGR_091322,LNGR,13-Sep-22,NORM,0.59,0.5,0.67,2.1,0.27,6.85,368.15,60.46,1.1,0.04,0.61,1.39,8.43,0.05,0.14,0.46,0,9.15
FCW 1835,Peterson Outlet,PTRO_091322,PTRO,13-Sep-22,NORM,8.4,8.67,4.28,4.1,0.23,7.07,535.49,56.6,2.47,0.01,1.26,0.91,6.06,0.05,0.61,0.04,0,2.57
FCW 1833,Peterson Reservoir,PTRR_091322,PTRR,13-Sep-22,NORM,9.57,7.95,3.19,3.75,0.12,6.96,423.83,47.19,2.29,0.02,1.16,0.83,5.93,0.04,0.59,0.1,0,2.34
FCW 1834,Peterson Reservoir,PTRR_091322,PTRR,13-Sep-22,DUPLICATE,10.22,8.18,,3.76,0.13,6.98,418.68,46.76,2.32,0.01,1.26,0.91,6.04,0.04,0.6,0.09,0,2.32
FCW 1883,Poudre at Archery Range,ARCH_091922,ARCH,19-Sep-22,NORM,23.54,24.4,3.5,3.6,1.43,7.52,2451.49,596.77,23.94,0.26,2.33,16.77,57.37,0.17,17.17,1.83,0,125.26
FCW 1884,Poudre at Archery Range,ARCH_091922,ARCH,19-Sep-22,DUPLICATE,23.5,22.31,,3.56,1.49,7.52,2436.37,600.49,23.86,0.24,2.31,16.97,63.29,0.25,17.3,1.84,0,127.97
FCW 1885,Boxelder 1,BOX1_091922,BOX1,19-Sep-22,NORM,2.13,1.6,0.72,7.35,9.79,7.84,6903.23,1722.22,93.38,0.13,15.33,55.29,142.84,0.45,65.28,24.99,4.99,324.79
FCW 1886,Boxelder 2,BOX2_091922,BOX2,19-Sep-22,NORM,3.2,2.4,0.24,5.68,6.7,7.94,14339.23,4986.89,294.01,0.46,6.37,187.77,314.57,0.39,39.36,7.8,5.23,1292.84
FCW 1887,Boxelder 3,BOX3_091922,BOX3,19-Sep-22,NORM,14.3,12.31,6.95,5.57,5.74,8.21,12794.6,3741.94,171.12,0.17,7.46,131.94,329.97,0.54,42.23,16.27,5.33,972.76
FCW 1888,Boxelder 4,BOX4_091922,BOX4,19-Sep-22,NORM,20.37,18.21,2.1,3.09,5.19,8.2,1102.89,2425.63,111.1,0.28,5.77,95.1,297.82,0.79,41.29,14.42,5.03,745.03
FCW 1889,Boxelder 4,BOX4_091922,BOX4,19-Sep-22,BLANK,0.02,0,0.08,0.06,0.01,5.59,3.21,1.39,0.01,0,0.01,0.01,0.03,0.01,0.06,0,0,0.03
FCW 1872,Barnes Meadow Reservoir,BRNR_091922,BRNR,19-Sep-22,NORM,1.72,2.16,1.69,5.6,0.36,7.06,633.62,82.81,2.43,0.01,1.34,1.66,11.82,0.05,1.65,0.07,0,6.96
FCW 1870,Chambers Inlet,CBRI_091922,CBRI,19-Sep-22,NORM,3.84,2.8,0.68,3.11,0.23,7.06,459.18,54.94,1.51,0.03,0.73,1.39,6.97,0.06,0.67,0.46,0,3
FCW 1871,Chambers Inlet,CBRI_091922,CBRI,19-Sep-22,DUPLICATE,3.74,2.1,0.54,3.06,0.23,7.03,455.52,53.11,1.49,0.02,0.71,1.37,6.61,0.07,0.65,0.46,0,2.92
FCW 1873,Chambers Reservoir,CBRR_091922,CBRR,19-Sep-22,NORM,11.84,10.84,0.84,2.49,0.12,7.07,496.3,55.45,1.58,0.02,0.85,1.27,7.62,0.05,0.56,0.13,0,2.69
FCW 1874,Chambers Outflow,CHD_091922,CHD,19-Sep-22,NORM,0.89,0.3,0.96,2.55,0.19,6.98,496.62,54.27,1.57,0.02,0.85,1.27,6.99,0.06,0.56,0.15,0,2.72
FCW 1882,Poudre at ELC ,ELC_091922,ELC,19-Sep-22,NORM,6.47,4.98,5.49,3.28,1.11,7.82,2787.5,503.29,17.88,0.39,1.66,11.02,44.61,0.13,15.38,1.63,0,77.31
FCW 1868,Joe Wright Inlet,JOEI_091922,JOEI,19-Sep-22,NORM,0.95,1.08,0.23,0.57,0.22,6.97,593.71,84.17,1.88,0.03,0.68,2.19,11.11,0.02,0.57,0.82,0,8.31
FCW 1869,Joe Wright Reservoir,JOER_091922,JOER,19-Sep-22,NORM,4.36,3,2.35,2.8,0.12,6.96,514.86,59.41,1.55,0.02,0.7,1.53,8.03,0.09,0.52,0.08,0,3.62
FCW 1875,JWC-Joe Wright @ Aspen Glen Campground,JWC_091922,JWC,19-Sep-22,NORM,0.46,3,1.62,2.58,0.29,6.97,499.88,56.73,1.66,0.03,0.89,1.32,7.67,0.05,0.62,0.14,0,2.85
FCW 1880,Poudre at Legacy Bridge,LEGC_091922,LEGC,19-Sep-22,NORM,2.89,1.9,1.73,2.68,0.49,7.39,1435.35,189.85,5.88,0.33,0.94,5.3,30.15,0.08,2.37,0.92,0,8.63
FCW 1879,Poudre at Bellvue Diversion,PBD_091922,PBD,19-Sep-22,NORM,10.93,7.19,0.41,2.48,0.08,7.18,638.67,76.93,2.85,0,1.01,2.12,9.5,0.12,1.63,0.07,0,3.83
FCW 1876,Poudre Below Rustic,PBR_091922,PBR,19-Sep-22,NORM,4.33,4.6,0.66,2.22,0.18,7.08,589.34,67.11,2.27,0.02,1,1.7,8.27,0.02,0.86,0.08,0,3.58
FCW 1877,Poudre Below Rustic,PBR_091922,PBR,19-Sep-22,DUPLICATE,4.33,4.84,0.78,2.28,0.17,7.07,587.99,66.45,2.28,0.02,0.99,1.79,8.39,0.03,0.86,0.08,0,3.62
FCW 1878,Poudre Above North Fork,PNF_091922,PNF,19-Sep-22,NORM,8.17,4.83,0.37,2.23,0.16,7.17,573.79,67.03,2.44,0,1.1,1.9,8.67,0.05,1.05,0.07,0,3.62
FCW 1881,Poudre at Timberline,TIMB_091922,TIMB,19-Sep-22,NORM,9.29,8.63,2.66,3.06,1.22,7.4,1462.83,349.53,14.47,0.41,1.2,7.91,32.74,0.12,12.41,1.71,0,62.25
FCW 1897,Barnes Meadow Outflow,BMD_092022,BMD,20-Sep-22,NORM,2.23,3.46,0.84,5.96,0.65,6.81,828.15,98.31,2.4,0.69,1.33,1.66,14.16,0.03,1.73,0.22,0.1,3.91
FCW 1898,Barnes Meadow Reservoir,BRNR_092022,BRNR,20-Sep-22,NORM,1.25,2.08,1.79,5.79,0.32,6.9,642.4,82.54,2.42,0.03,1.29,1.63,11.92,0.05,1.69,0.07,0,7.03
FCW 1896,Chambers Inlet,CBRI_092022,CBRI,20-Sep-22,NORM,1.77,1.25,0.77,2.93,0.28,6.9,442.8,52.05,1.48,0.02,0.7,1.41,6.97,0.07,0.64,0.45,0,2.71
FCW 1899,Chambers Reservoir,CBRR_092022,CBRR,20-Sep-22,NORM,2.45,1.78,0.82,2.45,0.1,6.89,485.92,53.49,1.53,0.01,0.79,1.24,7.27,0.06,0.55,0.16,0,2.41
FCW 1900,Chambers Outflow,CHD_092022,CHD,20-Sep-22,NORM,0.17,0.19,1.38,2.42,0.14,6.86,490.89,54.07,1.48,0.05,0.79,1.26,7.77,0.05,0.52,0.11,0,2.31
FCW 1894,Joe Wright Inlet,JOEI_092022,JOEI,20-Sep-22,NORM,0.58,0.2,0.24,0.54,0.25,6.96,646.28,81.86,1.75,0.07,0.58,2.05,10.84,0.11,0.51,0.71,0,7.94
FCW 1895,Joe Wright Reservoir,JOER_092022,JOER,20-Sep-22,NORM,1.82,1.81,2.68,2.33,0.19,6.96,525.81,57.46,1.55,0.03,0.62,1.43,7.34,0.08,0.49,0.08,0,3.29
FCW 1891,Long Draw Outlet,LNGO_092022,LNGO,20-Sep-22,NORM,2.49,3.36,4.11,1.85,0.14,6.95,360.37,57.18,1.02,0.04,0.52,1.33,8.01,0.26,0.12,0.35,0,9.04
FCW 1890,Long Draw Reservoir,LNGR_092022,LNGR,20-Sep-22,NORM,3.53,1.67,1.5,1.97,0.17,6.89,366.31,58.71,1.08,0.07,0.55,1.41,7.73,0.25,0.12,0.39,0,9.33
FCW 1893,Peterson Outlet,PTRO_092022,PTRO,20-Sep-22,NORM,10.35,9.95,5.54,4.15,0.18,6.96,441.88,52.02,2.44,0.03,1.3,0.99,6.77,0.03,0.94,0.08,0,2.16
FCW 1892,Peterson Reservoir,PTRR_092022,PTRR,20-Sep-22,NORM,14.29,12.92,4.3,3.76,0.13,6.85,421.85,49.58,2.27,0.01,1.36,0.94,6.27,0.03,0.99,0.09,0.13,2.16
FCW 1909,Beaver,BEAV_092222,BEAV,22-Sep-22,NORM,4.95,1.22,,2.35,0.11,6.96,369.4,39.97,2.04,0.06,0.62,1.08,4.88,0.03,0.47,0.15,0,1.48
FCW 1910,JWC-Joe Wright @ Aspen Glen Campground,JWC_092322,JWC,23-Sep-22,NORM,1.71,1.8,2.91,2.34,0.25,7,510.46,54.53,1.66,0.04,0.79,1.29,6.98,0.06,0.62,0.08,0,2.34
FCW 1918,Poudre at Bellvue Diversion,PBD_092322,PBD,23-Sep-22,NORM,11.22,8.6,0.62,2.18,0.08,6.98,598.04,68.67,2.68,0.07,0.94,1.85,8.4,0.11,1.3,0.08,0,3.09
FCW 1913,Poudre Below Rustic,PBR_092322,PBR,23-Sep-22,NORM,2.78,1.8,1.2,2.18,0.06,6.91,518.52,60.13,2.15,0.05,0.92,1.63,7.67,0.08,0.95,0.08,0,3.06
FCW 1911,Poudre Above Joe Wright,PJW_092322,PJW,23-Sep-22,NORM,0.87,1.4,3.45,2.42,0.85,6.87,353.99,45.66,1.9,0.03,0.7,1.19,5.86,0.12,0.75,0.52,0,3.62
FCW 1917,Poudre Above North Fork,PNF_092322,PNF,23-Sep-22,NORM,6.48,4.6,0.9,2.02,0.13,6.93,563.8,64.85,2.38,0.06,0.9,1.71,7.91,0.1,1.01,0.08,0,3.05
FCW 1916,Poudre Below S. Fork,PSF_092322,PSF,23-Sep-22,NORM,4.34,3.41,0.95,2.33,0.08,6.92,497.31,60.44,2.29,0.04,0.89,1.62,7.28,0.09,0.89,0.08,0,3.85
FCW 1914,Poudre South Fork ,SFM_092322,SFM,23-Sep-22,NORM,5.52,4.2,1.47,1.96,0.06,6.89,444.64,47.34,2.38,0.02,0.71,1.26,5.35,0.14,0.59,0.2,0,1.89
FCW 1915,Poudre South Fork ,SFM_092322,SFM,23-Sep-22,DUPLICATE,4.92,4.43,,2.08,0.06,6.89,454.61,48.73,2.38,0.01,0.67,1.26,5.26,0.15,0.57,0.21,0,1.92
FCW 1912,Sleeping Elephant,SLEP_092322,SLEP,23-Sep-22,NORM,2.43,2.4,2.6,2.29,0.28,6.86,438.68,52.37,1.81,0.03,0.79,1.31,7.01,0.08,0.69,0.13,0,2.75
FCW 1928,Barnes Meadow Outflow,BMD_092722,BMD,27-Sep-22,NORM,8.38,10.91,5.34,5.94,0.44,6.8,620.23,82.34,2.54,0.36,1.37,1.64,11.2,0.05,1.66,0.2,0.12,5.41
FCW 1929,Barnes Meadow Reservoir,BRNR_092722,BRNR,27-Sep-22,NORM,0.66,0.19,3.33,5.69,0.3,6.9,644.33,84.13,2.47,0.05,1.31,1.6,11.31,0.05,1.63,0.08,0,6.72
FCW 1926,Chambers Inlet,CBRI_092722,CBRI,27-Sep-22,NORM,1.19,0.56,0.92,2.82,0.25,6.89,464.57,55.67,1.53,0.02,0.73,1.48,7.46,0.06,0.69,0.43,0,2.74
FCW 1927,Chambers Inlet,CBRI_092722,CBRI,27-Sep-22,BLANK,0.01,0.01,0,0.02,0.02,5.53,4.18,1.67,0.07,0.01,0.01,0.01,0.03,0,0.03,0.08,0.01,0.01
FCW 1930,Chambers Reservoir,CBRR_092722,CBRR,27-Sep-22,NORM,0.56,0.64,2.17,2.6,0.23,6.92,491.08,54.39,1.63,0.09,0.86,1.34,7.46,0.07,0.63,0.07,0,2.52
FCW 1931,Chambers Outflow,CHD_092722,CHD,27-Sep-22,NORM,0.53,0.57,3.41,2.56,0.15,6.91,491.11,55.79,1.57,0.07,0.85,1.43,7.45,0.06,0.62,0.08,0.12,2.52
FCW 1924,Joe Wright Inlet,JOEI_092722,JOEI,27-Sep-22,NORM,0.24,0.93,0.26,0.66,0.23,6.92,561.4,79.76,1.95,0.03,0.63,2.08,10.63,0.12,0.62,0.71,0.12,8.75
FCW 1925,Joe Wright Reservoir,JOER_092722,JOER,27-Sep-22,NORM,0.34,0.32,1.25,2.62,0.2,6.96,494.98,57.78,1.49,0.03,0.63,1.5,7.52,0.08,0.54,0.1,0,3.45
FCW 1921,Long Draw Outlet,LNGO_092722,LNGO,27-Sep-22,NORM,0.91,0.96,3.63,2.22,0.14,6.9,419.7,68.14,1.17,0.02,0.62,1.52,9.62,0.28,0.14,0.31,0,9.93
FCW 1919,Long Draw Reservoir,LNGR_092722,LNGR,27-Sep-22,NORM,0.93,1,2.4,1.99,0.18,6.83,382.92,60.84,1.05,0.03,0.54,1.37,8.31,0.25,0.13,0.32,0,9.96
FCW 1920,Long Draw Reservoir,LNGR_092722,LNGR,27-Sep-22,DUPLICATE,0.94,0.93,2.69,2.07,0.18,6.82,384.28,61.91,1.11,0.02,0.54,1.44,8.28,0.27,0.15,0.35,0,10.07
FCW 1923,Peterson Outlet,PTRO_092722,PTRO,27-Sep-22,NORM,27.14,40.91,5.42,4.55,0.13,6.86,402.06,54.73,2.67,0.02,1.68,1.03,7.06,0.03,1.66,0.07,0,2.3
FCW 1922,Peterson Reservoir,PTRR_092722,PTRR,27-Sep-22,NORM,8.8,6.3,3.28,4.11,0.1,6.86,465.65,53.05,2.56,0.01,1.56,1.05,6.62,0.03,1.06,0.14,0,2.36
FCW 1940,Beaver,BEAV_092822,BEAV,28-Sep-22,NORM,3.85,2.4,2.12,2.09,0.2,6.96,380.02,41.92,2,0.03,0.64,1.03,4.84,0.02,0.43,0.16,0,1.51
FCW 1932,Comanche Inflow,COMI_092822,COMI,28-Sep-22,NORM,0.28,0.41,0.22,1.84,0.28,6.87,250,32.83,1.87,0.04,0.39,0.84,4.11,0.02,0.35,0.81,0.13,1.45
FCW 1933,Comanche Inflow,COMI_092822,COMI,28-Sep-22,DUPLICATE,0.31,0.4,0.27,1.83,0.25,6.85,259.54,33.96,2.08,0.02,0.44,0.9,4.25,0.02,0.4,0.9,0.12,1.47
FCW 1937,Comanche Outflow,COMO_092822,COMO,28-Sep-22,NORM,0.83,1,1.45,2.29,0.12,6.84,309.91,38.85,2.37,0.04,0.58,0.99,4.54,0.03,0.5,0.38,0.14,1.88
FCW 1934,Comanche Reservoir,COMR_092822,COMR,28-Sep-22,NORM,1.65,2.35,1.84,2.39,0.15,6.94,370.83,40.14,2.28,0.05,0.58,1.08,4.68,0.02,0.51,0.32,0,1.78
FCW 1935,Hourglass Inflow,HORI_092822,HORI,28-Sep-22,NORM,0.16,0.2,0.34,1.08,0.17,6.85,159.22,22.66,1.44,0,0.37,0.66,2.93,0.03,0.2,0.7,0,1.23
FCW 1936,Hourglass Inflow,HORI_092822,HORI,28-Sep-22,BLANK,,,0,0.01,0.01,5.66,5.5,1.4,0.06,0.01,0,0.01,0.03,0,0.04,0,0,0.01
FCW 1939,Hourglass Outflow,HORO_092822,HORO,28-Sep-22,NORM,5.52,3.78,11.07,2.4,0.13,6.94,443.05,38.7,1.69,0.02,0.49,0.68,3.45,0.02,0.4,0.33,0,1.02
FCW 1938,Hourglass Reservoir,HORR_092822,HORR,28-Sep-22,NORM,2.29,1.61,12.31,2.44,0.11,6.92,349.61,33.88,1.8,0.02,0.54,0.85,3.49,0.04,0.27,0.22,0,0.89
FCW 1941,Poudre South Fork ,SFM_092822,SFM,28-Sep-22,NORM,0.22,0,0.95,1.96,0.07,6.94,394.93,43.07,2.31,0.01,0.65,1.23,5.21,0.12,0.55,0.23,0,1.83
FCW 1949,Barnes Meadow Outflow,BMD_100422,BMD,4-Oct-22,NORM,3.57,1.38,1.77,5.96,0.59,6.97,598.97,86.77,3.09,0.07,1.08,1.56,11.84,0.04,1.71,0.41,0,8.2
FCW 1950,Barnes Meadow Reservoir,BRNR_100422,BRNR,4-Oct-22,NORM,1.82,1.19,3.8,5.96,0.35,6.97,564.07,82.46,3.02,0.02,0.98,1.6,11.78,0.05,1.7,0.18,0,6.93
FCW 1948,Chambers Inlet,CBRI_100422,CBRI,4-Oct-22,NORM,0.73,0.38,1.76,2.51,0.14,6.97,429.52,55.12,2.15,0,0.41,1.48,7.36,0.08,0.69,0.13,0,3.94
FCW 1951,Chambers Reservoir,CBRR_100422,CBRR,4-Oct-22,NORM,1.41,0.82,2.66,2.51,0.37,7.01,448.22,53.55,1.96,0.02,0.56,1.3,7.5,0.06,0.68,0.1,0,3.03
FCW 1952,Chambers Outflow,CHD_100422,CHD,4-Oct-22,NORM,0.85,0.96,3.42,2.61,0.08,7.07,495.62,57.93,2.01,0.02,0.61,1.43,7.93,0.06,0.69,0.04,0,3.01
FCW 1946,Joe Wright Inlet,JOEI_100422,JOEI,4-Oct-22,NORM,0.84,1.21,0.25,0.83,0.24,6.99,545.79,82.37,2.61,0.01,0.43,2.12,10.81,0.12,1.02,0.61,0.08,8.98
FCW 1947,Joe Wright Reservoir,JOER_100422,JOER,4-Oct-22,NORM,13.08,17.5,1.92,2.69,0.08,6.9,479.46,57.05,1.71,0.01,0.45,1.66,7.81,0.08,0.56,0.1,0,3.65
FCW 1943,Long Draw Outlet,LNGO_100422,LNGO,4-Oct-22,NORM,0.95,0.99,3.65,1.88,0.16,6.86,424.58,64.1,1.53,0.02,0.41,1.43,8.86,0.26,0.19,0.21,0,9.44
FCW 1942,Long Draw Reservoir,LNGR_100422,LNGR,4-Oct-22,NORM,0.77,1.11,3.69,1.87,0.19,6.97,366.54,61.47,1.48,0.02,0.36,1.39,8.52,0.28,0.17,0.24,0,9.64
FCW 1945,Peterson Outlet,PTRO_100422,PTRO,4-Oct-22,NORM,9.26,8.08,3.48,4.08,0.21,6.94,415.25,54.6,3.13,0.01,1.16,0.93,6.76,0.04,1.46,0.14,0,2.75
FCW 1944,Peterson Reservoir,PTRR_100422,PTRR,4-Oct-22,NORM,9.53,8.3,1.59,3.65,0.2,6.9,358.58,48.77,2.73,0.01,1.13,0.88,5.83,0.04,1.34,0.18,0,2.57
FCW 1961,Beaver,BEAV_100622,BEAV,6-Oct-22,NORM,3.47,1.3,,1.98,0.14,6.98,396.85,45.28,2.71,0.03,0.49,1.15,4.93,0.04,0.6,0.25,0,2.25
FCW 1962,JWC-Joe Wright @ Aspen Glen Campground,JWC_100722,JWC,7-Oct-22,NORM,4.43,3.24,1.16,2.42,0.27,7.03,537.82,65.78,2.54,0,0.73,1.59,8.56,0.06,1.04,0.16,0,3.23
FCW 1969,Poudre at Bellvue Diversion,PBD_100722,PBD,7-Oct-22,NORM,0.92,2.22,0.48,2.35,0.09,7.2,890.54,89.75,2.79,0.06,1.21,2.34,9.03,0.12,1.78,0.07,0,4.12
FCW 1965,Poudre Below Rustic,PBR_100722,PBR,7-Oct-22,NORM,0.84,0.74,0.39,1.69,0.04,7.11,691.89,78.97,3.74,0.01,0.95,2.42,9.89,0.1,1.58,0.08,0,4.47
FCW 1963,Poudre Above Joe Wright,PJW_100722,PJW,7-Oct-22,NORM,0.49,1.51,0.58,2.03,0.41,6.96,402.07,50.14,2.69,0.02,0.53,1.3,6.05,0.11,0.73,0.75,0,3.29
FCW 1968,Poudre Above North Fork,PNF_100722,PNF,7-Oct-22,NORM,3.67,1.3,0.24,2.04,0.14,7.1,620.01,77.08,3.75,0.02,0.81,2.18,9.38,0.11,1.66,0.07,0,4
FCW 1967,Poudre Below S. Fork,PSF_100722,PSF,7-Oct-22,NORM,1.45,1.35,0.49,1.93,0.11,7.1,587.04,73.31,3.52,0.01,0.83,2.12,8.98,0.11,1.33,0.06,0,3.91
FCW 1966,Poudre South Fork ,SFM_100722,SFM,7-Oct-22,NORM,0.39,1.76,,1.84,0.32,7.01,439.71,52.96,3.41,0.02,0.45,1.41,5.86,0.15,0.64,0.24,0,2.67
FCW 1964,Sleeping Elephant,SLEP_100722,SLEP,7-Oct-22,NORM,0.91,1.32,0.68,2.17,0.28,6.99,555.2,64.34,2.77,0.02,0.63,1.76,7.88,0.11,0.94,0.5,0,3.61
FCW 1977,Barnes Meadow Outflow,BMD_101122,BMD,11-Oct-22,NORM,2.21,2.18,4.62,6.02,0.41,7,633.7,89.3,3.12,0.05,1.08,1.56,11.89,0.03,1.73,0.34,0,8.33
FCW 1978,Barnes Meadow Reservoir,BRNR_101122,BRNR,11-Oct-22,NORM,1.86,0.97,4.9,5.79,0.26,7.02,559.54,83.54,3.12,0.01,1.02,1.66,11.85,0.02,1.72,0.12,0,6.9
FCW 1976,Chambers Inlet,CBRI_101122,CBRI,11-Oct-22,NORM,0.31,0.41,0.74,2.09,0.19,7.08,486.82,58.54,2.02,0.01,0.42,1.51,7.46,0.05,0.72,0.08,0,4
FCW 1979,Chambers Reservoir,CBRR_101122,CBRR,11-Oct-22,NORM,1.43,1.37,4.64,2.58,0.38,7.04,431.24,53.14,2.09,0.01,0.5,1.38,7.52,0.05,0.71,0.12,0,3.09
FCW 1980,Chambers Outflow,CHD_101122,CHD,11-Oct-22,NORM,0.77,0.93,5.24,2.59,0.14,7.03,449.16,56.02,2.13,0.02,0.6,1.55,8.02,0.05,0.73,0.04,0,3.13
FCW 1974,Joe Wright Inlet,JOEI_101122,JOEI,11-Oct-22,NORM,0.63,1.2,0.21,0.95,0.31,7.04,572.22,78.85,2.58,0.01,0.41,2.02,10.34,0.07,0.97,0.58,0.04,9.02
FCW 1975,Joe Wright Reservoir,JOER_101122,JOER,11-Oct-22,NORM,0.67,0.75,2.36,3.13,0.19,6.97,508.08,59.63,1.72,0.01,0.48,1.68,7.83,0.08,0.59,0.08,0,3.72
FCW 1971,Long Draw Outlet,LNGO_101122,LNGO,11-Oct-22,NORM,0.84,0.8,2.19,2.09,0.24,6.97,423.25,63.53,1.44,0.01,0.39,1.42,8.58,0.19,0.14,0.18,0,9.21
FCW 1970,Long Draw Reservoir,LNGR_101122,LNGR,11-Oct-22,NORM,1.04,1,2.92,2.09,0.26,6.94,323.59,60.59,1.46,0.01,0.34,1.44,8.63,0.12,0.16,0.21,0,9.89
FCW 1973,Peterson Outlet,PTRO_101122,PTRO,11-Oct-22,NORM,21.75,20.2,6.63,4.05,0.23,7.01,397.99,53.24,3.08,0.02,1.08,0.88,6.55,0.02,1.54,0.08,0,2.89
FCW 1972,Peterson Reservoir,PTRR_101122,PTRR,11-Oct-22,NORM,5.03,5,2.99,4.1,0.2,6.94,364.51,47.13,2.66,0.01,1.1,0.9,5.88,0.03,1.44,0.12,0,2.58
FCW 1990,Barnes Meadow Outflow,BMD_101822,BMD,18-Oct-22,NORM,1.42,0.8,4.5,6.19,0.29,7.07,611.91,84.97,2.91,0.01,0.88,1.47,12.06,0.05,1.69,0.17,0,7.06
FCW 1991,Barnes Meadow Reservoir,BRNR_101822,BRNR,18-Oct-22,NORM,3.45,2.22,3.74,6.26,0.26,7.07,593.45,81.64,2.91,0.02,0.89,1.45,11.49,0.05,1.67,0.15,0,7.07
FCW 1989,Chambers Inlet,CBRI_101822,CBRI,18-Oct-22,NORM,0.72,0.59,0.77,1.9,0.14,6.87,500.78,58.01,2.56,0.02,0.58,1.34,7.35,0.07,0.77,0.26,0,3.37
FCW 1992,Chambers Reservoir,CBRR_101822,CBRR,18-Oct-22,NORM,0.59,0.75,2.49,2.72,0.33,7.05,487.77,57.9,2.04,0.02,0.57,1.38,8.15,0.07,0.69,0.08,0,2.97
FCW 1993,Chambers Outflow,CHD_101822,CHD,18-Oct-22,NORM,0.51,0.2,2.91,2.48,0.12,7.06,421.63,51.76,2.1,0.03,0.52,1.24,7.12,0.06,0.71,0.09,0,3.04
FCW 1985,Joe Wright Inlet,JOEI_101822,JOEI,18-Oct-22,NORM,0.84,1.6,0.58,0.74,0.24,6.85,554.92,78.89,2.49,0.03,0.38,1.97,10.22,0.06,0.94,0.58,0,9.13
